sender	recipient	total
033661	020956	1.30952380952
027737	033502	1.30952380952
006561	028096	1.30952380952
007589	020075	1.30952380952
011865	000364	1.30952380952
015758	019439	1.3047008547
036257	031526	1.3
036257	007396	1.3
003422	005454	1.3
025575	020487	1.3
036257	030677	1.3
002835	002461	1.3
020365	015649	1.3
036257	015523	1.3
020365	018310	1.3
003442	007784	1.29761904762
003442	008099	1.29761904762
003442	019717	1.29761904762
032020	001370	1.29444444444
024519	035003	1.29166666667
036489	016177	1.29166666667
024519	024519	1.29166666667
024519	013865	1.29166666667
024519	013103	1.29166666667
024519	026080	1.29166666667
022055	006185	1.29166666667
032810	012836	1.29166666667
011906	011906	1.28968253968
014087	029214	1.28571428571
014087	009661	1.28571428571
014087	022371	1.28571428571
014087	001834	1.28571428571
027141	014161	1.28571428571
038929	004385	1.28571428571
035005	013893	1.28571428571
029809	039278	1.28571428571
014231	035067	1.28571428571
024801	024878	1.28571428571
016215	016215	1.28571428571
016215	019439	1.28571428571
029809	011460	1.28571428571
035005	001979	1.28571428571
016648	019212	1.28333333333
032211	000283	1.28333333333
025271	009612	1.28333333333
031106	031106	1.28333333333
025271	019212	1.28333333333
032211	034331	1.28333333333
008308	021073	1.28333333333
012684	008249	1.28333333333
000685	036680	1.27857142857
012810	013180	1.27777777778
008539	024019	1.27777777778
009918	023284	1.27777777778
003442	008849	1.27692307692
014729	012505	1.275
016708	015205	1.27272727273
016708	006110	1.27272727273
016708	038059	1.27272727273
016708	002102	1.27272727273
004955	013019	1.27142857143
005674	005593	1.26785714286
015407	019375	1.26785714286
025412	025412	1.26785714286
028584	008605	1.26785714286
003342	015243	1.26666666667
003342	022956	1.26666666667
003342	003342	1.26666666667
022090	036043	1.26666666667
022090	025660	1.26666666667
030551	022099	1.26495726496
019980	026776	1.2619047619
006190	000818	1.26111111111
026192	027089	1.25674325674
026192	026192	1.25674325674
002452	036680	1.25324675325
036771	036771	1.25238095238
035284	031735	1.25
037012	020802	1.25
008026	007987	1.25
020986	012752	1.25
007963	007963	1.25
016215	014127	1.25
015316	002277	1.25
026182	033411	1.25
010216	032524	1.25
031572	030099	1.25
016117	025677	1.25
026182	036785	1.25
029999	009077	1.25
029999	032346	1.25
037012	003754	1.25
021900	014275	1.25
030433	013230	1.25
030917	024145	1.25
021213	037082	1.25
020960	030438	1.25
036184	017783	1.25
036847	027887	1.25
010351	006547	1.25
010351	010351	1.25
036184	007932	1.25
035886	002698	1.25
010351	014016	1.25
010351	028109	1.25
010351	028687	1.25
010351	032899	1.25
037108	020240	1.25
030917	004271	1.25
015570	004722	1.25
036091	021022	1.25
015570	010763	1.25
008009	002966	1.25
030917	021183	1.25
035773	026182	1.25
036091	009820	1.25
015855	025852	1.25
003792	033587	1.25
003947	003947	1.25
015570	027974	1.25
008351	008351	1.25
024169	004040	1.25
021213	003468	1.25
024417	029716	1.25
035333	020270	1.25
020960	020983	1.25
029999	000681	1.25
021213	000984	1.25
006894	033479	1.25
038913	036515	1.25
006894	023433	1.25
012925	013784	1.25
008009	019449	1.25
006894	018942	1.25
006894	013772	1.25
015951	003422	1.25
015941	024646	1.25
008605	023391	1.25
030552	013950	1.25
015570	034059	1.25
021668	022304	1.25
030588	003669	1.25
030917	004003	1.25
016570	035208	1.25
029273	004682	1.25
005667	022195	1.25
011335	025192	1.25
022897	035946	1.25
037996	036771	1.25
018819	018263	1.25
018819	003878	1.25
009287	028323	1.25
005667	030760	1.25
017407	016979	1.25
032386	035603	1.25
009320	023910	1.25
023042	026194	1.25
007327	003996	1.25
038152	028716	1.25
033492	014252	1.25
023097	027628	1.25
017586	023865	1.25
022878	001782	1.25
002966	021975	1.25
017081	037065	1.25
028393	036571	1.25
016856	011711	1.25
019375	002479	1.25
016897	011791	1.25
008975	006658	1.25
032508	009051	1.25
032508	020181	1.25
008975	021589	1.25
005005	007501	1.25
005708	028496	1.25
025797	026182	1.25
025797	003055	1.25
007000	027906	1.25
019223	000709	1.25
028393	037967	1.25
026182	011886	1.25
038193	037944	1.25
002697	034738	1.25
002697	015468	1.25
018233	006891	1.25
018233	006306	1.25
011637	016480	1.25
018213	033661	1.25
018213	024613	1.25
027313	005325	1.25
002358	002358	1.25
000459	007840	1.25
027382	005984	1.25
011637	000535	1.25
025357	021394	1.25
012265	029999	1.25
017929	016518	1.25
039765	018378	1.25
017929	021234	1.25
025309	004671	1.25
025403	038193	1.25
013494	008407	1.25
002697	004554	1.25
018233	010254	1.25
025471	036436	1.25
025471	026069	1.25
025471	023001	1.25
002697	003017	1.25
017591	032538	1.25
009465	038998	1.25
027823	037725	1.25
013331	025128	1.25
039656	000929	1.25
000600	001008	1.25
039670	029352	1.25
034077	034077	1.25
034823	019197	1.25
002339	002339	1.25
018233	012219	1.25
003286	015391	1.25
030099	031028	1.25
006074	005298	1.25
031997	006979	1.25
039054	024225	1.25
029206	010822	1.25
032105	007188	1.25
037306	000342	1.25
001882	013216	1.25
008815	034891	1.25
008849	033587	1.25
001905	033908	1.25
014505	016567	1.25
016570	036811	1.25
003442	005025	1.25
014505	011031	1.25
008801	028585	1.25
016570	035601	1.25
007794	017662	1.25
016495	007993	1.25
016498	009653	1.25
016498	036057	1.25
016570	016570	1.25
039203	039203	1.25
039203	031455	1.25
008828	030597	1.25
016570	015644	1.25
010941	010941	1.25
006074	004489	1.25
016570	011553	1.25
008801	018607	1.25
024494	026294	1.25
029262	015316	1.25
037620	014122	1.25
032314	032314	1.25
004967	028379	1.25
004967	014099	1.25
032294	005667	1.25
016772	014099	1.25
008767	018263	1.25
007635	009697	1.25
006152	037577	1.25
008888	014407	1.25
008801	017470	1.25
032105	013299	1.25
004671	015281	1.25
032105	014776	1.25
014577	033085	1.25
037923	007155	1.24848484848
032810	034564	1.24166666667
032810	004410	1.24007936508
032810	033502	1.24007936508
039312	023504	1.23611111111
022698	007794	1.23611111111
036043	022090	1.23535353535
005895	024125	1.23333333333
005846	020982	1.23333333333
005895	015632	1.23333333333
034018	024525	1.23333333333
021222	036788	1.23333333333
010007	024029	1.23333333333
012525	008740	1.23333333333
019439	021773	1.22857142857
019439	017073	1.22857142857
031935	002176	1.22777777778
033571	018432	1.22745310245
026192	037189	1.22619047619
017609	021975	1.22619047619
026192	022306	1.22619047619
026192	012305	1.22619047619
028377	003610	1.225
028377	009943	1.225
013452	013495	1.225
035511	039702	1.225
028377	028377	1.225
036988	018154	1.22222222222
006457	006457	1.22222222222
035241	035325	1.22222222222
017065	001402	1.22222222222
021155	015639	1.22222222222
001767	021934	1.22222222222
021781	019578	1.21785714286
010391	012915	1.21666666667
023779	038605	1.21590909091
029624	039638	1.21111111111
039432	033351	1.21111111111
020112	004399	1.20833333333
002191	015903	1.20833333333
028076	028076	1.20833333333
001782	014310	1.20192307692
032089	000169	1.20119047619
000552	033337	1.2
027945	002144	1.2
029616	029838	1.2
028862	023250	1.2
027381	022651	1.2
028862	010797	1.2
034391	032633	1.2
014629	014629	1.2
029999	032661	1.2
037178	017996	1.2
022106	017917	1.2
028484	002229	1.2
004596	000954	1.2
023568	024758	1.2
014752	012270	1.2
007090	038337	1.2
015056	035870	1.2
022900	030952	1.2
021852	003233	1.2
001034	000428	1.2
038053	028482	1.2
027511	016554	1.2
027860	027860	1.2
023775	007385	1.2
024019	029026	1.2
024019	023775	1.2
014838	005084	1.2
026779	015158	1.2
026697	025956	1.2
013280	027174	1.2
013548	025862	1.2
037924	038682	1.2
013018	019572	1.2
023568	012529	1.2
025916	011151	1.2
035603	037996	1.2
006056	006056	1.2
020346	017565	1.2
006056	001843	1.2
039393	033789	1.2
016036	030080	1.2
038823	014310	1.2
019134	007975	1.2
019043	015769	1.2
020346	003974	1.2
038548	012653	1.2
001665	020112	1.2
018954	013392	1.2
012451	034704	1.2
036043	031411	1.2
030496	025814	1.2
026401	006119	1.2
006056	017927	1.2
006056	026208	1.2
033337	000552	1.2
025916	027929	1.2
019642	003296	1.2
039300	013838	1.2
031995	038862	1.2
019471	017211	1.2
006637	017757	1.2
019470	033378	1.2
031898	010163	1.2
025916	016120	1.2
006056	036443	1.2
016270	025754	1.2
019449	032150	1.2
019449	025185	1.2
001839	001839	1.2
012552	012637	1.2
003315	005558	1.2
016809	020425	1.2
017312	010693	1.2
018954	026549	1.2
017634	031455	1.2
033964	014039	1.2
017497	023391	1.2
018347	004449	1.2
018034	017058	1.2
018527	033789	1.2
011888	026314	1.2
033587	003442	1.2
034162	004955	1.2
039720	023255	1.2
009697	024019	1.2
039720	023544	1.2
030351	025049	1.2
018546	036847	1.2
017725	001839	1.2
002102	016155	1.19841269841
002102	015205	1.19841269841
002102	016708	1.19841269841
002102	038059	1.19841269841
000380	034769	1.19404761905
000380	000380	1.19404761905
000380	020271	1.19404761905
002815	002815	1.19090909091
019449	022444	1.19047619048
017344	022951	1.18333333333
025917	000012	1.18181818182
025917	001085	1.18181818182
026294	018748	1.18181818182
025917	007049	1.18181818182
025917	028886	1.18181818182
021155	016538	1.18055555556
021155	006199	1.18055555556
021155	018032	1.18055555556
021155	007798	1.18055555556
021155	009587	1.18055555556
021155	031898	1.18055555556
006641	029352	1.17692307692
006641	029227	1.17692307692
004046	007737	1.17573260073
004046	009569	1.17573260073
004046	026051	1.17573260073
027024	033958	1.1746031746
001767	001767	1.1746031746
005333	025660	1.17424242424
029624	027466	1.17424242424
025672	031454	1.17424242424
001115	035930	1.16898656899
001115	036396	1.16898656899
001115	001115	1.16898656899
001115	037503	1.16898656899
025434	019695	1.16666666667
013495	013495	1.16666666667
000517	020009	1.16666666667
000517	014967	1.16666666667
034743	036354	1.16666666667
007090	023620	1.16666666667
019604	037807	1.16666666667
028053	008271	1.16666666667
011707	029210	1.16666666667
006394	025086	1.16666666667
002260	003086	1.16666666667
033256	015281	1.16666666667
025680	009320	1.16666666667
033256	012078	1.16666666667
009823	027089	1.16666666667
033072	022357	1.16666666667
009823	013281	1.16666666667
033471	011589	1.16666666667
003432	021839	1.16666666667
032954	008303	1.16666666667
032859	031185	1.16666666667
032854	021384	1.16666666667
003061	010246	1.16666666667
006501	026649	1.16666666667
011707	011707	1.16666666667
011707	013261	1.16666666667
011707	014388	1.16666666667
011707	021946	1.16666666667
019227	003723	1.16666666667
000819	001323	1.16666666667
024878	030888	1.16666666667
007517	032617	1.16666666667
026019	001996	1.16666666667
008539	023620	1.16666666667
010619	007385	1.16666666667
020057	009291	1.16666666667
010619	023775	1.16666666667
008051	008051	1.16666666667
000245	022512	1.16666666667
016371	016473	1.16666666667
010164	025958	1.16666666667
031789	027380	1.16666666667
020359	021181	1.16666666667
008051	009651	1.16666666667
008051	024237	1.16666666667
029900	032842	1.16666666667
016270	006750	1.16666666667
008744	008519	1.16666666667
008051	037207	1.16666666667
029526	004208	1.16666666667
005843	013498	1.16666666667
001541	019979	1.16666666667
021957	008198	1.16666666667
020057	035946	1.16666666667
008051	006443	1.16666666667
020894	004569	1.16666666667
021050	024797	1.16666666667
008051	004555	1.16666666667
010311	007488	1.16666666667
036057	009653	1.16666666667
012629	012629	1.16666666667
031105	026185	1.16666666667
021050	007016	1.16666666667
005988	009941	1.16666666667
000245	031241	1.16666666667
022915	030695	1.16666666667
033208	002012	1.16666666667
002136	006637	1.16666666667
013727	030181	1.16666666667
025492	031106	1.16666666667
025492	030148	1.16666666667
038690	028817	1.16666666667
002666	037968	1.16666666667
022915	014231	1.16666666667
017338	021367	1.16666666667
016495	021043	1.16666666667
002136	029616	1.16666666667
017338	032656	1.16666666667
017508	015340	1.16666666667
036060	036028	1.16666666667
033274	018782	1.16666666667
015570	019043	1.16666666667
007327	014021	1.16666666667
002539	008464	1.16666666667
007327	023715	1.16666666667
002539	037146	1.16666666667
010786	012885	1.16666666667
002539	003827	1.16666666667
021205	004949	1.16666666667
021596	029763	1.16666666667
011637	031535	1.16666666667
024125	035258	1.16666666667
024125	002766	1.16666666667
034140	034073	1.16666666667
021261	020614	1.16666666667
005917	018498	1.16666666667
009587	031898	1.16666666667
017788	024639	1.16666666667
017788	037413	1.16666666667
034247	034580	1.16666666667
034496	001425	1.16666666667
000420	023875	1.16666666667
021261	024151	1.16666666667
036409	036409	1.16666666667
021205	007635	1.16666666667
036639	035901	1.16666666667
027150	020533	1.16666666667
013512	005468	1.16666666667
027150	032456	1.16666666667
027152	022065	1.16666666667
015092	018917	1.16666666667
033202	039291	1.16666666667
023651	023651	1.16666666667
000618	030624	1.16666666667
000601	026191	1.16666666667
017696	019416	1.16666666667
002494	013565	1.16666666667
030318	033852	1.16666666667
017696	030364	1.16666666667
012304	014632	1.16666666667
021614	022050	1.16666666667
012304	008578	1.16666666667
013512	018154	1.16666666667
022903	000301	1.16666666667
021263	017569	1.16666666667
033202	033202	1.16666666667
032232	028783	1.16666666667
026182	022599	1.16666666667
025874	033425	1.16666666667
006536	034814	1.16666666667
026182	017759	1.16666666667
000819	036468	1.16666666667
000819	038685	1.16666666667
021033	014961	1.16666666667
037597	024374	1.16666666667
013197	033841	1.16666666667
013197	029520	1.16666666667
003342	021198	1.16666666667
004220	030505	1.16666666667
022402	005340	1.16666666667
028722	014949	1.16666666667
037652	033038	1.16666666667
004886	034246	1.16666666667
019576	022195	1.16666666667
001921	029673	1.16666666667
025939	023574	1.16666666667
022171	005895	1.16666666667
014397	022775	1.16666666667
016599	008849	1.16666666667
037285	028103	1.16666666667
037285	007461	1.16666666667
037275	036314	1.16666666667
037275	015251	1.16666666667
007798	039577	1.16666666667
006116	011755	1.16666666667
001155	002697	1.16666666667
010038	035345	1.16666666667
001155	024504	1.16666666667
031329	005822	1.16666666667
006010	000352	1.16666666667
018976	025951	1.16666666667
030561	039390	1.16666666667
033048	007492	1.16666666667
030561	021327	1.16666666667
038818	024751	1.16666666667
038818	025168	1.16666666667
020956	033661	1.16666666667
014161	017318	1.16666666667
037701	014616	1.16666666667
020478	039717	1.16666666667
001767	032859	1.16666666667
020982	013174	1.16666666667
014842	010266	1.16666666667
031329	012977	1.16666666667
031361	033925	1.16666666667
012152	012804	1.16507936508
023284	034018	1.15833333333
005295	013494	1.15238095238
005295	036505	1.15238095238
005295	002560	1.15238095238
005295	008407	1.15238095238
005295	009244	1.15238095238
006190	020081	1.15
039577	039577	1.15
006190	016599	1.15
006190	005025	1.15
033378	033789	1.15
024374	037597	1.14444444444
002479	025280	1.14358974359
036771	021975	1.14285714286
009848	004080	1.14285714286
015458	004675	1.14285714286
003422	016041	1.14285714286
016468	016468	1.14285714286
016468	022371	1.14285714286
018095	033316	1.14285714286
000428	011071	1.14285714286
016468	029214	1.14285714286
020600	027014	1.14285714286
018095	010583	1.14285714286
018095	037716	1.14285714286
018095	012835	1.14285714286
018095	037162	1.14285714286
018095	018095	1.14285714286
007696	013731	1.14285714286
009580	036827	1.14285714286
013845	006973	1.14285714286
011197	008186	1.14285714286
032705	005340	1.14285714286
033661	021939	1.14285714286
005003	007659	1.14285714286
010619	001056	1.14285714286
034988	000382	1.14285714286
032810	030898	1.14285714286
020188	004385	1.14285714286
014960	023006	1.14285714286
010619	020112	1.14285714286
009580	018739	1.14285714286
037527	031997	1.14285714286
011197	035859	1.14285714286
036771	017609	1.14285714286
016468	001834	1.14285714286
016468	009661	1.14285714286
022212	023160	1.14285714286
016468	014087	1.14285714286
007745	020718	1.14285714286
036771	021957	1.14285714286
016468	037847	1.14285714286
002855	023408	1.14285714286
023587	013791	1.14285714286
025151	019416	1.14285714286
038955	013427	1.14285714286
026257	037644	1.14285714286
000336	012417	1.14285714286
017065	008521	1.13888888889
039324	039324	1.13888888889
016659	021781	1.13452380952
000364	033539	1.13333333333
032859	033652	1.13181818182
005883	039655	1.12857142857
005883	011822	1.12857142857
005883	030049	1.12857142857
005883	013022	1.12857142857
026969	022915	1.12619047619
022124	012505	1.125
026151	020709	1.125
013103	013103	1.125
032407	022603	1.125
008641	027466	1.125
004611	030912	1.125
008641	017138	1.125
018527	008901	1.125
005675	021211	1.125
007260	019151	1.125
007260	014310	1.125
028292	014310	1.125
017506	019242	1.125
028292	019151	1.125
005675	024816	1.125
017064	011888	1.125
036775	000137	1.125
028635	021957	1.125
000176	014181	1.125
000178	001685	1.125
016733	012317	1.125
009697	037509	1.125
038746	020983	1.125
005593	010514	1.125
021957	022444	1.125
005593	005674	1.125
031480	022217	1.125
021756	031906	1.125
001944	001944	1.125
002966	037996	1.125
021756	005430	1.125
027348	011143	1.125
005248	034176	1.125
022538	005942	1.125
002966	016599	1.125
000178	010717	1.125
021873	003174	1.125
002885	002885	1.11785714286
025875	039128	1.11666666667
013525	039555	1.11666666667
037977	017185	1.11666666667
026474	002921	1.11666666667
037652	019942	1.11666666667
037977	024353	1.11666666667
025875	013408	1.11666666667
037977	029043	1.11666666667
033410	015352	1.11507936508
000178	001944	1.11388888889
021561	010303	1.11111111111
020402	020402	1.11111111111
